SK_ID_CURR,TARGET,INCOME_TOTAL,CREDIT,ANNUITY,GOODS_PRICE,INCOME_TYPE,HOUR_APPR,ORGANIZATION_TYPE
201436,0,135000,450000,22500,450000,Commercial associate,17,Business Entity Type 3
201437,0,225000,1762110,48456,1575000,Commercial associate,17,Construction
201438,0,90000,781920,28215,675000,Working,5,Trade: type 3
201439,0,292500,327024,17059.5,270000,Working,12,Business Entity Type 2
201440,0,202500,315000,24885,315000,Working,18,Security
201441,0,225000,675000,33750,675000,Working,14,Business Entity Type 3
201443,0,76500,808650,26217,675000,Working,9,Business Entity Type 3
201445,0,103500,544491,16047,454500,Pensioner,9,XNA
201446,0,180000,746280,54306,675000,Working,21,Industry: type 9
201448,0,144000,270000,24894,270000,Working,12,Business Entity Type 3
201449,0,87750,74182.5,5292,67500,Pensioner,7,XNA
201450,0,49500,135000,13482,135000,Pensioner,9,XNA
201452,0,202500,954864,28048.5,684000,Working,15,Business Entity Type 3
201453,0,202500,1082214,31770,945000,Working,11,Trade: type 7
201454,0,234000,675000,22437,675000,Working,14,Medicine
201455,0,112500,526491,19039.5,454500,Commercial associate,5,Trade: type 7
201456,0,270000,675000,19867.5,675000,Pensioner,13,XNA
201457,0,103500,787131,26014.5,679500,Working,8,School
201458,0,180000,1288350,37669.5,1125000,Working,4,University
201459,0,900000,1113840,57001.5,900000,Commercial associate,12,Realtor
201460,1,81000,265851,21006,229500,Commercial associate,12,Self-employed
201461,0,76500,167076,13522.5,135000,Working,10,Industry: type 1
201462,0,180000,135000,13279.5,135000,Working,15,Business Entity Type 3
201463,0,90000,284400,13963.5,225000,Commercial associate,13,Business Entity Type 3
201464,0,90000,284400,13387.5,225000,Working,15,Self-employed
201465,0,112500,652311,19201.5,544500,Pensioner,12,XNA
201466,0,225000,2048580,58711.5,1710000,Commercial associate,19,Business Entity Type 2
201467,0,72000,254700,14751,225000,Pensioner,11,XNA
201468,0,315000,900000,29164.5,900000,Working,17,Business Entity Type 3
201469,1,67500,123637.5,9837,112500,State servant,9,School
201470,0,126000,381528,13833,315000,State servant,12,Medicine
201471,0,427500,916470,29565,765000,Working,18,Construction
201472,0,328500,913500,61425,913500,Commercial associate,10,Construction
201473,0,202500,450000,53536.5,450000,Commercial associate,18,Business Entity Type 1
201475,0,180000,715095,53595,675000,Working,10,Construction
201476,1,54000,227520,10737,180000,Commercial associate,14,Other
201477,0,157500,208512,19251,180000,Pensioner,13,XNA
201478,0,180000,1048500,33952.5,1048500,Working,12,Self-employed
201479,0,189000,450000,34825.5,450000,Working,16,Trade: type 7
201480,0,225000,765522,24822,639000,Working,10,Business Entity Type 3
201482,0,112500,1149210,33732,1003500,Working,14,Military
201483,0,135000,1206000,31941,1206000,Working,14,Industry: type 9
201484,0,90000,180000,9000,180000,Working,12,Business Entity Type 2
201485,0,157500,472500,18436.5,472500,Working,9,Other
201486,1,247500,1345500,39339,1345500,Working,10,Security
201487,1,157500,562491,27189,454500,Commercial associate,19,Transport: type 4
201488,0,180000,526491,19039.5,454500,Working,18,Other
201489,0,135000,948582,27864,679500,Working,11,Business Entity Type 3
201490,0,225000,450000,22500,450000,Commercial associate,17,Business Entity Type 3
201492,0,135000,1193580,35028,855000,Working,12,Medicine
201493,0,180000,497520,33376.5,450000,Working,12,Medicine
201494,0,56250,292500,14931,292500,Pensioner,16,XNA
201495,0,135000,178290,13050,157500,Working,12,Self-employed
201496,0,216000,679500,28917,679500,Working,9,Self-employed
201497,0,450000,855000,42750,855000,Commercial associate,8,Business Entity Type 3
201500,0,270000,1288350,37800,1125000,State servant,11,Police
201503,0,54000,253737,14296.5,229500,Pensioner,14,XNA
201504,0,117000,807984,26833.5,697500,Working,14,Business Entity Type 3
201505,0,135000,364500,17856,364500,Working,7,Self-employed
201506,0,157500,247500,24610.5,247500,Working,14,Business Entity Type 3
201507,0,126000,1129500,31059,1129500,Pensioner,18,XNA
201508,0,225000,518562,26644.5,463500,Working,17,Construction
201509,0,315000,513531,26347.5,459000,Working,12,Business Entity Type 3
201510,1,202500,878733,31261.5,733500,Working,16,Business Entity Type 3
201511,1,157500,450000,20979,450000,Commercial associate,1,Construction
201512,0,157500,180000,9423,180000,Commercial associate,9,Industry: type 3
201513,1,180000,808650,26217,675000,Working,10,Business Entity Type 3
201514,0,135000,180000,9000,180000,Working,12,Business Entity Type 3
201515,0,45000,450000,21888,450000,Working,11,Medicine
201518,1,202500,348264,22387.5,315000,Working,6,Business Entity Type 2
201519,0,180000,270000,13500,270000,Working,9,Construction
201520,0,117000,675000,53329.5,675000,Working,13,Self-employed
201521,0,180000,656361,27940.5,522000,Working,8,Business Entity Type 3
201522,0,90000,270000,13500,270000,Working,12,Security
201523,1,157500,755190,35122.5,675000,Working,12,Self-employed
201525,0,90000,373500,10831.5,225000,Working,11,Business Entity Type 3
201527,0,112500,855657,41292,751500,Commercial associate,10,Trade: type 7
201529,0,202500,808650,26217,675000,Pensioner,11,XNA
201530,0,135000,835380,35523,675000,Working,11,Business Entity Type 3
201531,0,157500,675000,32602.5,675000,Working,14,Kindergarten
201533,0,180000,270000,13500,270000,Commercial associate,10,Business Entity Type 1
201534,0,270000,377370,26968.5,315000,Commercial associate,14,Housing
201535,0,81000,90000,9823.5,90000,Working,11,Business Entity Type 3
201536,0,135000,909000,26707.5,909000,Pensioner,11,XNA
201537,0,135000,743958,21753,621000,Pensioner,10,XNA
201538,0,135000,497520,36184.5,450000,Working,15,Trade: type 7
201539,1,225000,270000,13500,270000,Working,14,Business Entity Type 3
201540,0,130500,891126,45630,796500,Working,9,Business Entity Type 3
201541,0,135000,130320,13819.5,112500,Pensioner,15,XNA
201542,0,180000,1800000,47614.5,1800000,State servant,17,Military
201545,0,126000,1125000,33025.5,1125000,Working,9,Self-employed
201547,0,225000,904500,36000,904500,Working,10,Culture
201548,0,112500,315000,15750,315000,Working,7,Hotel
201549,0,67500,252000,11227.5,252000,Pensioner,7,XNA
201550,1,166500,1006920,40063.5,900000,Commercial associate,8,Self-employed
201551,0,202500,314100,17167.5,225000,Working,12,Construction
201553,0,144000,545040,20677.5,450000,Working,10,Business Entity Type 2
201555,0,315000,696024,52168.5,657000,Commercial associate,17,Business Entity Type 3
201558,0,90000,523237.5,18922.5,432000,Pensioner,11,XNA
201560,0,135000,337500,12123,337500,Working,6,Industry: type 7
201561,0,90000,528633,22527,472500,Working,12,Other
201562,0,346500,900000,45000,900000,Working,3,Business Entity Type 3
201563,1,292500,1215000,43177.5,1215000,Commercial associate,8,Business Entity Type 3
201564,0,58500,286704,12627,247500,Working,8,Kindergarten
201565,0,157500,215640,17064,180000,Working,17,Industry: type 5
201566,1,112500,190764,14008.5,157500,Commercial associate,16,Self-employed
201567,0,135000,545040,34960.5,450000,Commercial associate,11,Industry: type 7
201568,0,112500,381528,24970.5,315000,Working,15,Industry: type 3
201569,0,157500,835380,35523,675000,Working,13,Government
201570,1,225000,873342,31072.5,729000,Working,9,Business Entity Type 1
201571,0,180000,358344,24075,283500,Commercial associate,9,Business Entity Type 3
201572,0,63000,152820,11074.5,135000,Pensioner,8,XNA
201573,0,157500,447768,48352.5,405000,Working,7,Business Entity Type 3
201574,0,112500,945000,40167,945000,Working,14,Trade: type 7
201576,0,77953.5,521280,22509,450000,Commercial associate,11,Trade: type 3
201577,0,360000,900000,23872.5,900000,Commercial associate,15,Construction
201578,0,112500,450000,27324,450000,Working,14,School
201579,0,72000,675000,19737,675000,Pensioner,12,XNA
201580,0,450000,1154758.5,61654.5,1039500,Commercial associate,14,Business Entity Type 3
201581,0,225000,412942.5,40972.5,373500,Commercial associate,15,Construction
201582,0,180000,284400,13257,225000,Commercial associate,12,Services
201583,0,157500,1288350,37669.5,1125000,Pensioner,11,XNA
201584,0,180000,485640,37710,450000,Working,9,Transport: type 4
201585,0,225000,1082214,31144.5,945000,State servant,12,Government
201586,1,90000,206280,7906.5,135000,Pensioner,7,XNA
201587,0,157500,1272456,52641,1080000,Pensioner,18,XNA
201588,0,157500,225000,23053.5,225000,Working,14,Business Entity Type 3
201589,0,135000,225000,18040.5,225000,Working,16,Self-employed
201590,0,112500,533668.5,35937,477000,Working,12,Transport: type 4
201591,0,180000,1035000,55273.5,1035000,Working,13,Business Entity Type 3
201594,0,445500,900000,43429.5,900000,State servant,16,Military
201595,0,81000,203760,13396.5,180000,Working,10,Self-employed
201596,0,162000,135000,6750,135000,Working,10,Business Entity Type 3
201597,0,157500,1269000,37228.5,1269000,Working,13,Other
201598,0,225000,405000,27063,405000,Commercial associate,16,Business Entity Type 3
201599,1,81000,472500,46161,472500,Working,10,Self-employed
201601,0,135000,254799,20259,193500,Commercial associate,12,Industry: type 4
201602,0,112500,238716,13077,171000,Pensioner,8,XNA
201603,0,180000,270000,13500,270000,Working,12,Business Entity Type 3
201604,0,112500,180000,9000,180000,Working,16,Business Entity Type 3
201605,0,225000,697500,37291.5,697500,Working,12,Business Entity Type 2
201606,0,135000,135000,6750,135000,Commercial associate,14,Business Entity Type 3
201607,0,180000,1006920,48442.5,900000,Commercial associate,18,Business Entity Type 2
201608,0,45000,314100,16573.5,225000,Working,9,Agriculture
201609,1,225000,422235,28692,364500,Working,18,Business Entity Type 3
201610,0,126000,284400,16011,225000,Pensioner,10,XNA
201611,0,288000,521280,47938.5,450000,Commercial associate,13,Hotel
201612,0,81000,142200,9387,112500,Working,10,Transport: type 2
201613,0,135000,655614,39168,607500,Commercial associate,10,Business Entity Type 3
201614,0,81000,76410,8104.5,67500,Working,11,Self-employed
201615,0,112500,1078200,34780.5,900000,Commercial associate,16,Business Entity Type 3
201616,0,225000,254700,30226.5,225000,Working,11,Self-employed
201617,0,216000,582804,31747.5,463500,Pensioner,8,XNA
201618,0,157500,640080,29970,450000,Working,14,Business Entity Type 2
201619,1,157500,180000,9000,180000,Working,14,Business Entity Type 3
201620,0,337500,297130.5,23602.5,256500,Working,12,Self-employed
201621,0,405000,521280,35392.5,450000,Commercial associate,10,Business Entity Type 2
201622,0,360000,1218708,35761.5,873000,Commercial associate,10,Agriculture
201623,0,180000,599472,30739.5,517500,Working,13,Business Entity Type 3
201624,0,67500,158301,15552,148500,Pensioner,9,XNA
201625,0,112500,149256,15799.5,135000,Commercial associate,9,Business Entity Type 3
201626,0,90000,755190,33394.5,675000,Pensioner,8,XNA
201627,0,94500,127350,13500,112500,Working,11,Business Entity Type 3
201628,0,67500,254700,14350.5,225000,Pensioner,14,XNA
201629,0,207000,450000,19953,450000,Commercial associate,9,Business Entity Type 3
201632,0,202500,1210500,64624.5,1210500,Working,17,School
201633,0,117450,500544,13761,396000,Commercial associate,10,Trade: type 3
201634,0,148500,1439100,78993,1350000,Working,11,Kindergarten
201636,0,157500,1288350,37800,1125000,Working,12,Self-employed
201637,0,135000,254700,27558,225000,Working,18,Self-employed
201639,0,76500,76500,7465.5,76500,Working,13,Self-employed
201640,1,202500,521280,33835.5,450000,Working,11,Business Entity Type 3
201641,0,135000,545040,25407,450000,Commercial associate,9,Business Entity Type 1
201643,0,112500,358443,13005,252000,Commercial associate,11,School
201644,1,202500,867951,25506,724500,Commercial associate,11,Construction
201646,0,135000,436032,16564.5,360000,Working,11,Government
201647,0,90000,590337,25141.5,477000,Working,14,Medicine
201648,0,90000,284400,14854.5,225000,Working,12,Business Entity Type 3
201649,0,157500,331834.5,18130.5,252000,Working,14,Business Entity Type 3
201650,0,126000,780363,31077,697500,Working,9,Business Entity Type 1
201651,0,157500,295452,31950,261000,Working,14,Security
201652,0,112500,448056,21919.5,315000,Commercial associate,15,Other
201653,0,180000,814041,23800.5,679500,Working,18,Business Entity Type 1
201654,0,225000,490495.5,47911.5,454500,Working,7,Self-employed
201655,0,45000,326439,11853,229500,Working,10,Government
201656,0,130500,495000,24750,495000,Working,5,Business Entity Type 3
201657,0,135000,180000,9000,180000,Working,14,Security
201658,0,138559.5,497520,25272,450000,Commercial associate,11,Business Entity Type 2
201659,0,135000,269550,16416,225000,Working,17,Self-employed
201661,0,180000,277969.5,13086,229500,Working,7,Business Entity Type 3
201662,0,171000,522000,28467,522000,Working,10,Other
201664,0,130500,445500,21559.5,445500,Pensioner,10,XNA
201666,0,72000,225000,11250,225000,Working,12,Medicine
201667,0,85500,135000,6750,135000,Working,10,Business Entity Type 3
201668,0,270000,797557.5,28777.5,688500,Commercial associate,10,Business Entity Type 3
201669,0,135000,545040,26640,450000,Working,16,University
201670,0,225000,1170000,37872,1170000,Commercial associate,9,Business Entity Type 3
201671,0,315000,450000,32611.5,450000,Working,12,Business Entity Type 3
201672,0,202500,900000,35158.5,900000,Working,8,Self-employed
201673,0,135000,454500,19386,454500,Pensioner,15,XNA
201676,0,189000,1078200,31653,900000,Working,17,Business Entity Type 3
201678,0,225000,1762110,48586.5,1575000,Working,17,Self-employed
201679,0,202500,495000,20808,495000,Working,11,Self-employed
201680,0,135000,607500,16155,607500,Working,15,Transport: type 4
201681,0,202500,562491,27189,454500,Working,18,Construction
201682,0,157500,450000,25834.5,450000,State servant,19,Trade: type 6
201683,0,180000,180000,9000,180000,Working,17,Business Entity Type 3
201684,0,166500,450000,23971.5,450000,Working,12,School
201685,0,157500,755190,35122.5,675000,Working,11,Business Entity Type 3
201686,0,438750,790830,50670,675000,Pensioner,19,XNA
201687,0,90000,643500,20758.5,643500,Working,16,Business Entity Type 3
201689,0,135000,379237.5,19494,288000,Working,10,Business Entity Type 3
201690,0,67500,584766,24903,472500,Commercial associate,12,Industry: type 3
201691,0,103500,270000,13500,270000,Commercial associate,16,Business Entity Type 2
201692,0,67500,50940,5089.5,45000,Pensioner,10,XNA
201693,0,135000,381528,14382,315000,Working,9,Trade: type 3
201694,0,315000,398016,42993,360000,Working,13,Self-employed
201695,1,135000,1288350,41562,1125000,Working,16,Self-employed
201696,0,193500,1350000,39604.5,1350000,Commercial associate,15,Business Entity Type 3
201697,0,112500,270000,13500,270000,Working,10,Business Entity Type 3
201699,0,135000,815733,29430,688500,Working,13,Self-employed
201700,0,135000,1022022,43429.5,913500,Working,16,School
201701,0,112500,364896,19795.5,315000,Working,14,Business Entity Type 3
201702,0,67500,263686.5,25816.5,238500,Working,11,Business Entity Type 2
201703,0,67500,292500,16920,292500,Working,17,Government
201704,0,81000,180000,9000,180000,Working,14,Business Entity Type 2
201705,0,67500,170640,6561,135000,Working,14,Transport: type 4
201707,0,202500,263686.5,29880,238500,Working,13,Transport: type 4
201708,1,81000,573408,29277,495000,Commercial associate,9,Business Entity Type 3
201711,0,360000,225000,12213,225000,Commercial associate,10,Trade: type 2
201712,0,180000,545040,26640,450000,Working,10,Construction
201713,0,67500,180000,9000,180000,Working,16,Medicine
201714,0,135000,1042560,34587,900000,State servant,10,Postal
201715,0,94500,284400,9373.5,225000,State servant,10,University
201716,1,157500,270000,13500,270000,Working,17,Self-employed
201717,0,135000,265500,21105,265500,Commercial associate,17,Trade: type 7
201719,0,180000,1080000,42961.5,1080000,Working,11,Business Entity Type 3
201721,0,135000,135000,6750,135000,Pensioner,10,XNA
201722,0,171000,544491,15916.5,454500,Working,12,School
201723,0,112500,675000,28728,675000,Commercial associate,9,Self-employed
201724,0,202500,601470,30838.5,450000,Pensioner,11,XNA
201725,0,171000,278460,25668,225000,State servant,11,University
201726,0,90000,135000,10444.5,135000,Working,10,Self-employed
201728,0,112500,388282.5,13423.5,283500,Commercial associate,15,Business Entity Type 2
201729,0,225000,704844,36117,630000,Working,16,Self-employed
201731,0,180000,931617,47695.5,765000,Working,15,Self-employed
201734,0,360000,900000,26446.5,900000,Working,15,Business Entity Type 3
201735,0,202500,1024740,49428,900000,Commercial associate,15,Advertising
201737,0,130500,247275,19953,225000,Working,9,Housing
201739,0,405000,545040,25537.5,450000,Working,13,Realtor
201740,1,144000,1546020,42511.5,1350000,Working,10,Electricity
201741,0,135000,728460,43375.5,675000,State servant,13,School
201742,0,315000,382500,19125,382500,Commercial associate,10,Trade: type 2
201743,0,193500,855000,24997.5,855000,Commercial associate,10,Trade: type 6
201745,1,225000,270000,14778,270000,Working,11,Security
201746,0,135000,514777.5,28872,477000,Commercial associate,16,Housing
201748,0,112500,284400,14575.5,225000,Working,14,Business Entity Type 3
201749,0,225000,450000,22018.5,450000,Commercial associate,11,Business Entity Type 3
201750,0,135000,225000,12334.5,225000,Working,15,Self-employed
201752,0,103500,855000,24997.5,855000,Working,20,Medicine
201753,0,189000,154233,16740,139500,Commercial associate,10,Business Entity Type 3
201754,0,135000,640080,29839.5,450000,Commercial associate,9,Business Entity Type 3
201755,0,139500,490536,26019,405000,Commercial associate,9,Self-employed
201756,0,243000,1185363,39303,1062000,Pensioner,11,XNA
201757,0,135000,508495.5,21672,454500,Working,12,Business Entity Type 2
201758,0,328500,1724220,47542.5,1350000,Commercial associate,11,Business Entity Type 1
201759,1,90000,1078200,31522.5,900000,Working,15,Business Entity Type 3
201760,0,202500,474048,21010.5,360000,Working,18,Transport: type 4
201761,0,135000,1346089.5,40941,1206000,Working,15,Business Entity Type 3
201762,0,153000,1051294.5,30870,918000,Working,12,Business Entity Type 3
201763,0,202500,688090.5,24844.5,594000,Commercial associate,9,Other
201764,0,225000,252000,24921,252000,Commercial associate,14,Housing
201765,0,270000,1125000,36292.5,1125000,Working,15,Business Entity Type 3
201767,0,103500,128092.5,9706.5,103500,Working,14,Trade: type 7
201768,0,207000,1206000,31941,1206000,Commercial associate,14,Business Entity Type 3
201769,0,76500,693301.5,23040,598500,Pensioner,16,XNA
201770,0,135000,127350,13639.5,112500,Working,14,Construction
201771,0,67500,568908,26491.5,508500,Working,15,Medicine
201772,0,157500,511249.5,27864,382500,Working,14,Agriculture
201773,0,270000,225000,17905.5,225000,Working,7,Business Entity Type 3
201774,0,135000,450000,30204,450000,Working,16,Business Entity Type 3
201775,0,225000,113211,5116.5,94500,Commercial associate,14,Business Entity Type 3
201776,0,72000,540000,27702,540000,Working,14,Medicine
201779,0,135000,1046142,30717,913500,Pensioner,12,XNA
201780,0,252000,490495.5,26262,454500,Commercial associate,10,Business Entity Type 3
201781,0,157500,119893.5,13041,103500,Working,10,Transport: type 2
201782,0,144000,814500,32431.5,814500,Pensioner,9,XNA
201783,0,135000,180000,9000,180000,Commercial associate,15,Trade: type 3
201784,0,77850,274500,12847.5,274500,Working,10,Transport: type 4
201786,0,81000,1515415.5,40104,1354500,Working,12,Medicine
201787,0,135000,182286,21762,171000,Pensioner,14,XNA
201788,0,157500,481495.5,32305.5,454500,State servant,18,Other
201789,0,225000,331632,34951.5,315000,Working,13,Agriculture
201790,0,45000,291915,10948.5,252000,Pensioner,8,XNA
201791,0,171000,1024740,52452,900000,Working,14,Medicine
201792,0,135000,134775,7186.5,112500,Working,12,Other
201793,0,112500,252000,13324.5,252000,Commercial associate,9,Business Entity Type 2
201794,0,112500,398223,27846,369000,Commercial associate,8,Medicine
201795,0,144000,990000,66429,990000,State servant,17,School
201796,0,292500,454500,42934.5,454500,Pensioner,14,XNA
201797,0,225000,762768,51309,720000,Pensioner,17,XNA
201798,1,247500,585000,29250,585000,Commercial associate,14,Business Entity Type 3
201799,1,225000,568908,27369,508500,Commercial associate,12,Trade: type 7
201800,0,337500,607500,26757,607500,Commercial associate,11,Business Entity Type 3
201801,0,270000,675000,33750,675000,Commercial associate,11,Business Entity Type 3
201802,0,103500,454500,30271.5,454500,Pensioner,10,XNA
201803,0,225000,675000,22437,675000,Working,9,Trade: type 3
201805,0,270000,180000,9000,180000,Commercial associate,15,Self-employed
201806,0,135000,269550,21739.5,225000,Working,9,Other
201807,0,238500,1008117,29605.5,841500,Working,10,Medicine
201809,0,90000,226422,8977.5,189000,Working,10,School
201810,0,243000,484789.5,17964,418500,Working,12,Trade: type 2
201811,0,234000,1125000,46557,1125000,Working,9,Business Entity Type 3
201812,0,135000,137538,14940,121500,Commercial associate,10,Business Entity Type 3
201814,0,112500,195543,15579,148500,Working,16,Government
201816,0,135000,1327500,38943,1327500,Pensioner,11,XNA
201817,0,675000,1800000,49500,1800000,Working,12,Restaurant
201818,0,292500,284400,10719,225000,Working,14,Business Entity Type 3
201819,0,112500,781920,28084.5,675000,Working,11,Business Entity Type 3
201821,0,157500,568800,20430,450000,Commercial associate,12,Self-employed
201822,0,171000,225000,11250,225000,Working,7,Business Entity Type 3
201823,0,112500,781920,25969.5,675000,Pensioner,14,XNA
201824,1,166500,592560,31153.5,450000,Working,14,Industry: type 3
201826,1,76500,640080,31131,450000,Working,19,Medicine
201827,0,112500,528633,22527,472500,Working,13,Self-employed
201828,0,90000,808650,26217,675000,Working,12,Medicine
201829,0,135000,208512,22023,180000,Working,5,Industry: type 11
201831,0,81000,202500,10125,202500,Working,17,Business Entity Type 3
201832,0,180000,225000,19246.5,225000,Working,10,Industry: type 11
201833,0,112500,337500,16875,337500,Working,9,Business Entity Type 3
201834,0,225000,728460,37849.5,675000,Commercial associate,15,Business Entity Type 3
201835,1,112500,251091,27171,238500,Commercial associate,18,Business Entity Type 3
201836,0,450000,122256,14638.5,108000,Commercial associate,16,Industry: type 9
201837,0,202500,755190,32125.5,675000,State servant,16,School
201840,0,112500,180000,9000,180000,Commercial associate,12,Trade: type 3
201841,0,90000,450000,27324,450000,Commercial associate,15,Business Entity Type 2
201842,0,112500,791532,23274,567000,Pensioner,9,XNA
201843,0,270000,450000,22018.5,450000,Working,15,Self-employed
201844,0,225000,1800000,47614.5,1800000,State servant,13,Other
201846,0,112500,518562,24948,463500,Working,9,Business Entity Type 3
201847,0,126000,517788,19516.5,427500,Working,8,Business Entity Type 3
201848,0,112500,1125000,32895,1125000,Pensioner,15,XNA
201851,0,405000,700830,22738.5,585000,Working,12,Medicine
201852,0,202500,755190,36459,675000,Commercial associate,12,Transport: type 4
201854,0,198000,306000,19683,306000,Pensioner,18,XNA
201855,0,67500,202500,10125,202500,Commercial associate,19,Self-employed
201857,0,76500,127350,10188,112500,Working,8,Medicine
201858,0,270000,1113840,41409,900000,State servant,10,Other
201859,1,135000,841500,29943,841500,Working,7,Electricity
201860,0,135000,562500,29970,562500,State servant,12,Business Entity Type 3
201861,0,124425,640080,24259.5,450000,Pensioner,11,XNA
201862,0,67500,225000,12694.5,225000,Pensioner,15,XNA
201863,0,216000,675000,25146,675000,Working,14,Police
201864,0,112500,238716,12627,171000,Commercial associate,17,Self-employed
201865,0,337500,1255680,45234,1125000,Commercial associate,17,Self-employed
201866,0,112500,1078200,31653,900000,Working,11,Other
201867,0,337500,961609.5,38263.5,859500,Commercial associate,16,Business Entity Type 3
201868,0,135000,1035000,43852.5,1035000,Commercial associate,14,Self-employed
201869,0,112500,225000,11250,225000,Working,7,Business Entity Type 3
201870,0,540000,819792,41854.5,720000,Working,16,Business Entity Type 2
201871,1,270000,485190,24903,405000,Commercial associate,18,Business Entity Type 2
201872,0,112500,773680.5,39501,679500,Working,15,Business Entity Type 3
201874,0,180000,841500,43096.5,841500,Commercial associate,18,Business Entity Type 3
201876,1,175500,513531,19687.5,459000,Working,17,Business Entity Type 3
201877,0,112500,900000,26446.5,900000,Commercial associate,20,Other
201878,0,225000,1147500,33682.5,1147500,Working,10,Business Entity Type 3
201879,0,180000,107820,7668,90000,Working,13,School
201880,0,112500,511249.5,26230.5,382500,Working,9,Industry: type 9
201881,0,90000,177903,14098.5,148500,Working,11,Self-employed
201882,0,247500,1125000,36423,1125000,Working,14,Business Entity Type 1
201883,0,157500,148500,11232,148500,Commercial associate,11,Housing
201884,0,225000,1255680,41629.5,1125000,Working,8,Government
201885,0,157500,450000,29299.5,450000,Commercial associate,11,Construction
201886,0,144000,408780,20011.5,337500,Working,15,Security
201887,0,157500,291915,15034.5,252000,Commercial associate,13,Transport: type 2
201888,0,135000,891072,35469,720000,Commercial associate,11,Industry: type 11
201889,0,225000,728460,46683,675000,Working,15,School
201890,0,139500,1515415.5,41670,1354500,Commercial associate,15,Industry: type 3
201891,0,315000,679500,19867.5,679500,Pensioner,8,XNA
201892,0,135000,448056,21919.5,315000,Working,15,Self-employed
201893,0,81000,136287,10894.5,103500,Working,16,Self-employed
201894,0,112500,700830,20619,585000,Pensioner,9,XNA
201895,0,112500,532494,30699,454500,State servant,4,Medicine
201896,1,112500,1170292.5,42165,1048500,Commercial associate,13,Business Entity Type 2
201897,0,166500,349258.5,16798.5,301500,Pensioner,3,XNA
201898,0,324000,168102,19138.5,148500,Working,4,Business Entity Type 3
201899,0,112500,225000,11650.5,225000,Commercial associate,14,Trade: type 2
201900,1,157500,315000,21307.5,315000,Working,11,Medicine
201901,0,144000,323388,34087.5,292500,Working,12,Self-employed
201902,0,157500,612000,33331.5,612000,Commercial associate,6,Emergency
201903,0,81000,119925,12726,112500,Pensioner,14,XNA
201904,0,139500,246357,26662.5,234000,Working,8,Self-employed
201905,0,202500,512338.5,19444.5,423000,Pensioner,13,XNA
201910,0,135000,651960,23418,450000,Pensioner,9,XNA
201912,0,117000,203760,16096.5,180000,Commercial associate,10,Self-employed
201913,1,157500,157500,11587.5,157500,Working,11,Business Entity Type 3
201914,0,112500,1042560,34587,900000,Working,11,Business Entity Type 3
201915,0,247500,1546020,50004,1350000,State servant,15,School
201916,0,159750,180000,9000,180000,State servant,10,Police
201917,0,238500,781920,42417,675000,Working,9,Agriculture
201918,0,90000,180000,9000,180000,Working,16,Business Entity Type 2
201919,0,112500,781695,22986,652500,Pensioner,11,XNA
201920,0,175500,709879.5,30204,634500,Pensioner,12,XNA
201921,1,202500,269550,24853.5,225000,Working,10,Business Entity Type 3
201922,0,67500,254700,14220,225000,Pensioner,8,XNA
201923,0,157500,355536,18283.5,270000,Commercial associate,10,Industry: type 11
201924,0,99000,1029681,27162,859500,Working,13,Industry: type 5
201925,0,292500,733315.5,41076,679500,State servant,14,Government
201926,0,117000,159993,8806.5,121500,State servant,20,Government
201929,0,180000,781920,37746,675000,Pensioner,19,XNA
201930,0,45000,114430.5,11853,103500,Working,10,Government
201931,0,40500,112068,6255,99000,Pensioner,10,XNA
201932,0,58500,74182.5,5404.5,67500,Pensioner,12,XNA
201933,0,315000,427450.5,29047.5,369000,Commercial associate,14,Medicine
201934,1,135000,201024,13729.5,144000,Working,12,Business Entity Type 3
201935,0,59850,547344,17919,472500,Pensioner,8,XNA
201936,0,135000,640080,23121,450000,Pensioner,13,XNA
201938,0,135000,1078200,31653,900000,Working,10,Government
201939,0,67500,203760,11506.5,180000,Working,10,Trade: type 7
201940,1,67500,450000,17095.5,450000,Working,11,Business Entity Type 1
201941,0,207000,945000,48136.5,945000,Working,13,Business Entity Type 3
201942,0,112500,270000,13500,270000,Working,15,Industry: type 9
201944,0,135000,201469.5,16047,153000,Working,6,Business Entity Type 2
201945,0,153000,916470,24304.5,765000,Working,18,Business Entity Type 3
201947,0,225000,273636,29601,247500,Commercial associate,8,Transport: type 4
201950,0,211500,997335,29290.5,832500,Working,15,Security
201951,0,157500,450000,22500,450000,Working,15,Medicine
201952,0,315000,1620000,44550,1620000,Commercial associate,16,Self-employed
201953,0,90000,1288350,37800,1125000,Pensioner,11,XNA
201954,0,225000,1288350,37800,1125000,Pensioner,11,XNA
201956,0,67500,127350,7240.5,112500,Pensioner,9,XNA
201957,0,171000,1125000,33025.5,1125000,Working,14,Business Entity Type 3
201958,0,270000,398160,25573.5,315000,Working,10,Business Entity Type 3
201959,0,135000,156384,18688.5,135000,Working,15,Business Entity Type 3
201960,0,270000,1456587,52447.5,1305000,Commercial associate,18,Business Entity Type 3
201961,0,157500,834048,27693,720000,Commercial associate,6,Construction
201963,0,90000,180000,9000,180000,Commercial associate,14,Self-employed
201964,0,94500,360000,26325,360000,Working,9,School
201965,0,270000,1288350,37800,1125000,State servant,12,Government
201966,0,225000,528633,25560,472500,State servant,15,Business Entity Type 3
201967,0,54000,123637.5,8923.5,112500,Pensioner,10,XNA
201968,0,112500,518562,22099.5,463500,Pensioner,11,XNA
